doc,relation,idf,idf_wiki
0,P186,9.527682006883547,37.760912712525155
0,P279,0.0666585848833944,47.12204309428608
0,P138,2.7354491752903245,12.14652607717086
0,P31,0.2853424691169679,9.696419370997504
0,P361,0.6014798587384753,19.423633662499547
0,P527,0.8776764278732208,29.11090713351483
0,P2579,0.7277945834728877,10.138871485353423
0,P1552,1.9887216235973135,39.63302923111946
0,P828,1.0525284860964206,10.463605387976957
0,P1557,2.0064925420336683,11.417569443914205
1,P828,1.0525284860964206,10.463605387976957
1,P279,0.013331716976678882,9.424408618857216
1,P361,0.6014798587384753,19.423633662499547
1,P111,2.8547959329228907,12.265872834803426
1,P31,0.5706849382339358,19.392838741995007
2,P31,0.5706849382339358,19.392838741995007
2,P361,0.6014798587384753,19.423633662499547
2,P156,1.8766110181642548,11.28768792004479
2,P1995,2.297153620184342,30.53038432582595
2,P2176,3.003647503679371,31.236878209320977
2,P4934,3.7602954300851983,22.58244923384627
2,P279,0.026663433953357765,18.84881723771443
3,P31,0.8560274073509038,29.08925811299251
3,P279,0.07999030186007329,56.5464517131433
3,P361,0.30073992936923766,9.711816831249774
3,P1552,0.4971804058993284,9.908257307779865
3,P527,0.2925588092910736,9.703635711171609
4,P279,0.039995150930036645,28.27322585657165
4,P527,1.7553528557464415,58.22181426702966
4,P31,0.8560274073509038,29.08925811299251
4,P361,0.6014798587384753,19.423633662499547
4,P2579,0.7277945834728877,10.138871485353423
4,P1552,0.4971804058993284,9.908257307779865
4,P927,1.6306063368715786,11.041683238752114
4,P2175,4.38770378571516,23.209857589476233
4,P2868,2.3299840671821603,11.741060969062696
5,P828,1.0525284860964206,10.463605387976957
5,P1557,2.0064925420336683,11.417569443914205
5,P1672,6.201185078090051,15.612261979970587
5,P2578,3.071504832026321,12.482581733906857
5,P279,0.07999030186007329,56.5464517131433
5,P527,0.8776764278732208,29.11090713351483
5,P1552,0.9943608117986568,19.81651461555973
5,P2579,0.7277945834728877,10.138871485353423
5,P361,0.6014798587384753,19.423633662499547
6,P279,0.07999030186007329,56.5464517131433
6,P138,2.7354491752903245,12.14652607717086
6,P31,0.5706849382339358,19.392838741995007
6,P828,2.105056972192841,20.927210775953913
6,P1557,6.019477626101005,34.25270833174262
6,P2579,1.4555891669457754,20.277742970706846
6,P1552,1.9887216235973135,39.63302923111946
6,P361,1.5036996468461883,48.55908415624887
6,P2789,3.2750631446097866,22.09721694837086
6,P527,1.1702352371642943,38.814542844686436
6,P927,1.6306063368715786,11.041683238752114
6,P1419,3.821638943959877,13.232715845840413
6,P1995,0.7657178733947807,10.176794775275317
6,P2176,4.004863338239161,41.649170945761306
6,P780,28.08916327172197,122.19993229052733
6,P2283,9.954744896044215,38.18797560168582
7,P828,1.0525284860964206,10.463605387976957
7,P1557,2.0064925420336683,11.417569443914205
7,P279,0.11998545279010994,84.81967756971494
7,P1552,1.9887216235973135,39.63302923111946
7,P2579,0.7277945834728877,10.138871485353423
7,P31,0.2853424691169679,9.696419370997504
7,P527,0.5851176185821472,19.407271422343218
7,P2175,2.19385189285758,11.604928794738116
7,P2868,2.3299840671821603,11.741060969062696
7,P2959,3.2324814769239794,12.643558378804515
7,P129,4.734848009296624,14.14592491117716
7,P361,0.30073992936923766,9.711816831249774
7,P1995,0.7657178733947807,10.176794775275317
7,P155,1.5574354101344847,10.96851231201502
8,P828,3.1575854582892617,31.39081616393087
8,P31,0.5706849382339358,19.392838741995007
8,P361,0.6014798587384753,19.423633662499547
8,P279,0.09332201883675217,65.97086033200051
8,P1552,0.4971804058993284,9.908257307779865
8,P156,1.8766110181642548,11.28768792004479
8,P155,1.5574354101344847,10.96851231201502
8,P689,8.29412268878901,27.11627649255008
8,P780,11.235665308688787,48.87997291621093
8,P1995,0.7657178733947807,10.176794775275317
8,P2176,1.0012158345597904,10.412292736440326
8,P111,2.8547959329228907,12.265872834803426
8,P527,0.8776764278732208,29.11090713351483
8,P2579,0.7277945834728877,10.138871485353423
8,P2283,3.3182482986814046,12.72932520056194
8,P366,1.6333706786457287,11.044447580526265
9,P361,0.30073992936923766,9.711816831249774
9,P527,0.8776764278732208,29.11090713351483
9,P2579,0.7277945834728877,10.138871485353423
9,P1552,1.9887216235973135,39.63302923111946
9,P828,1.0525284860964206,10.463605387976957
9,P1557,2.0064925420336683,11.417569443914205
9,P279,0.039995150930036645,28.27322585657165
9,P366,3.2667413572914574,22.08889516105253
9,P425,3.1101426247317354,12.52121952661227
10,P279,0.09332201883675217,65.97086033200051
10,P138,2.7354491752903245,12.14652607717086
10,P31,0.2853424691169679,9.696419370997504
10,P361,0.902219788107713,29.13545049374932
10,P527,1.1702352371642943,38.814542844686436
10,P2579,0.7277945834728877,10.138871485353423
10,P1552,0.4971804058993284,9.908257307779865
10,P2959,3.2324814769239794,12.643558378804515
10,P155,1.5574354101344847,10.96851231201502
11,P279,0.039995150930036645,28.27322585657165
11,P1995,0.7657178733947807,10.176794775275317
11,P31,0.8560274073509038,29.08925811299251
11,P2579,0.7277945834728877,10.138871485353423
12,P279,0.10665373581343106,75.39526895085773
12,P1552,1.9887216235973135,39.63302923111946
12,P527,1.1702352371642943,38.814542844686436
12,P2579,0.7277945834728877,10.138871485353423
12,P1995,1.5314357467895614,20.353589550550634
12,P366,4.900112035937186,33.133342741578794
12,P2283,3.3182482986814046,12.72932520056194
12,P276,3.7675717226896013,13.178648624570137
12,P828,1.0525284860964206,10.463605387976957
12,P1542,1.6162175994194792,11.027294501300016
12,P1582,6.018863521296097,15.429940423176632
12,P31,0.2853424691169679,9.696419370997504
12,P361,0.30073992936923766,9.711816831249774
13,P279,0.026663433953357765,18.84881723771443
13,P31,0.8560274073509038,29.08925811299251
13,P527,0.5851176185821472,19.407271422343218
13,P138,2.7354491752903245,12.14652607717086
13,P2176,5.006079172798952,52.061463682201634
14,P828,1.0525284860964206,10.463605387976957
14,P1557,2.0064925420336683,11.417569443914205
14,P279,0.0666585848833944,47.12204309428608
14,P1552,1.4915412176979852,29.724771923339596
14,P527,0.8776764278732208,29.11090713351483
14,P361,0.6014798587384753,19.423633662499547
14,P1542,1.6162175994194792,11.027294501300016
15,P31,1.1413698764678717,38.785677483990014
15,P279,0.05332686790671553,37.69763447542886
15,P527,0.8776764278732208,29.11090713351483
15,P1995,0.7657178733947807,10.176794775275317
15,P2175,2.19385189285758,11.604928794738116
15,P2176,1.0012158345597904,10.412292736440326
15,P780,19.662414290205376,85.53995260336913
16,P279,0.11998545279010994,84.81967756971494
16,P527,0.2925588092910736,9.703635711171609
16,P2579,0.7277945834728877,10.138871485353423
16,P1552,0.4971804058993284,9.908257307779865
16,P1995,0.7657178733947807,10.176794775275317
16,P2176,1.0012158345597904,10.412292736440326
16,P780,5.617832654344394,24.439986458105466
16,P361,0.30073992936923766,9.711816831249774
16,P828,2.105056972192841,20.927210775953913
16,P2578,3.071504832026321,12.482581733906857
16,P2079,2.861863100145983,12.27294000202652
16,P366,3.2667413572914574,22.08889516105253
17,P828,1.0525284860964206,10.463605387976957
17,P1557,2.0064925420336683,11.417569443914205
17,P186,3.1758940022945157,12.586970904175052
17,P4934,3.7602954300851983,22.58244923384627
17,P527,0.2925588092910736,9.703635711171609
17,P276,3.7675717226896013,13.178648624570137
17,P1995,1.5314357467895614,20.353589550550634
17,P2176,1.0012158345597904,10.412292736440326
17,P31,0.2853424691169679,9.696419370997504
18,P279,0.05332686790671553,37.69763447542886
18,P138,2.7354491752903245,12.14652607717086
18,P31,0.8560274073509038,29.08925811299251
18,P828,1.0525284860964206,10.463605387976957
18,P361,0.902219788107713,29.13545049374932
18,P111,2.8547959329228907,12.265872834803426
18,P527,0.5851176185821472,19.407271422343218
18,P2175,21.9385189285758,116.04928794738116
18,P2868,2.3299840671821603,11.741060969062696
19,P828,1.0525284860964206,10.463605387976957
19,P1557,2.0064925420336683,11.417569443914205
19,P279,0.07999030186007329,56.5464517131433
19,P527,0.5851176185821472,19.407271422343218
19,P1552,0.9943608117986568,19.81651461555973
19,P2579,0.7277945834728877,10.138871485353423
19,P361,0.30073992936923766,9.711816831249774
19,P366,3.2667413572914574,22.08889516105253
19,P31,0.2853424691169679,9.696419370997504
19,P2175,6.581555678572739,34.81478638421435
19,P2868,2.3299840671821603,11.741060969062696
20,P361,0.6014798587384753,19.423633662499547
20,P527,1.7553528557464415,58.22181426702966
20,P2579,0.7277945834728877,10.138871485353423
20,P1552,1.9887216235973135,39.63302923111946
20,P279,0.07999030186007329,56.5464517131433
20,P31,0.2853424691169679,9.696419370997504
20,P1995,0.7657178733947807,10.176794775275317
21,P828,3.1575854582892617,31.39081616393087
21,P1557,2.0064925420336683,11.417569443914205
21,P279,0.1466488867434677,103.66849480742937
21,P527,1.462794046455368,48.51817855585804
21,P1552,0.9943608117986568,19.81651461555973
21,P2579,0.7277945834728877,10.138871485353423
21,P361,0.6014798587384753,19.423633662499547
21,P689,8.29412268878901,27.11627649255008
21,P780,11.235665308688787,48.87997291621093
21,P1995,1.5314357467895614,20.353589550550634
21,P2176,3.003647503679371,31.236878209320977
21,P31,0.8560274073509038,29.08925811299251
