doc,relation,idf,idf_wiki
2,P1056,1.1586215961713797,8.103745152209294
3,P1056,1.1586215961713797,8.103745152209294
4,P136,5.8090806291089585,8.444318028540973
5,P1056,1.1586215961713797,8.103745152209294
8,P2670,3.0225374142168175,7.974248905158895
10,P1382,2.9903071363119045,8.809979621496122
11,P106,3.0225374142168175,2.402260292416602
12,P1056,1.1586215961713797,8.103745152209294
12,P462,9.041702212552684,12.3753602977207
13,P398,11.17112368653754,18.362120546936904
13,P397,17.826710361622506,26.73496547334164
13,P138,3.741051808655186,5.728369150814558
13,P1056,1.1586215961713797,8.103745152209294
13,P376,5.3826209992720795,9.069471843269284
13,P551,6.18339884402439,6.671930230641683
13,P1165,6.501852575142925,11.162379994074845
15,P1056,1.1586215961713797,8.103745152209294
17,P689,3.570658822726505,9.887017193662237
17,P2578,3.7099208900600127,10.914318714797686
20,P1056,1.1586215961713797,8.103745152209294
21,P1056,1.1586215961713797,8.103745152209294
22,P3712,3.8583408951782863,11.200801027057562
23,P452,5.748080772766545,7.145969253678929
23,P355,6.18339884402439,7.027570424121615
23,P1056,1.1586215961713797,8.103745152209294
23,P1830,6.18339884402439,7.7816993407721995
23,P398,5.58556184326877,9.181060273468452
23,P272,6.016344759361225,6.750327899817431
23,P127,6.18339884402439,5.3792935460806
24,P106,54.405673455902715,43.24068526349884
24,P111,2.836689647646305,10.40517517721468
26,P1056,1.1586215961713797,8.103745152209294
27,P1056,1.1586215961713797,8.103745152209294
28,P1056,2.3172431923427594,16.207490304418588
28,P136,2.9045403145544793,4.222159014270487
29,P2579,3.448441190002256,10.014001217020136
29,P2578,3.7099208900600127,10.914318714797686
30,P106,54.405673455902715,43.24068526349884
30,P111,14.183448238231524,52.0258758860734
31,P1382,11.961228545247618,35.23991848598449
31,P1056,1.1586215961713797,8.103745152209294
31,P689,3.570658822726505,9.887017193662237
32,P1382,5.980614272623809,17.619959242992245
32,P101,3.8320235868609127,6.142693478458247
32,P136,2.9045403145544793,4.222159014270487
34,P828,6.581010033391032,17.150967777777208
34,P2579,3.448441190002256,10.014001217020136
34,P1056,1.1586215961713797,8.103745152209294
34,P1557,21.66399437386701,53.85168953149411
34,P1542,12.634196687598688,39.41203285316899
34,P2578,7.419841780120025,21.82863742959537
34,P1536,4.6397123091530705,8.615401805958253
35,P111,5.67337929529261,20.81035035442936
35,P2578,3.7099208900600127,10.914318714797686
37,P376,5.3826209992720795,9.069471843269284
37,P3712,3.8583408951782863,11.200801027057562
40,P106,54.405673455902715,43.24068526349884
40,P1056,1.1586215961713797,8.103745152209294
41,P136,5.8090806291089585,8.444318028540973
42,P1344,4.6397123091530705,5.064395603589191
44,P2789,8.174110983083903,13.017029773095992
44,P703,4.186844962150322,2.611466544338651
45,P1056,1.1586215961713797,8.103745152209294
46,P2789,4.0870554915419515,6.508514886547996
46,P1056,1.1586215961713797,8.103745152209294
47,P1056,1.1586215961713797,8.103745152209294
48,P1056,1.1586215961713797,8.103745152209294
52,P1056,1.1586215961713797,8.103745152209294
53,P138,3.741051808655186,5.728369150814558
54,P1056,1.1586215961713797,8.103745152209294
55,P111,2.836689647646305,10.40517517721468
55,P2670,3.0225374142168175,7.974248905158895
55,P1344,4.6397123091530705,5.064395603589191
57,P360,10.139497355983481,12.14182354413389
58,P1056,1.1586215961713797,8.103745152209294
59,P1382,2.9903071363119045,8.809979621496122
60,P1056,1.1586215961713797,8.103745152209294
60,P101,3.8320235868609127,6.142693478458247
61,P3712,3.8583408951782863,11.200801027057562
62,P106,54.405673455902715,43.24068526349884
62,P101,3.8320235868609127,6.142693478458247
62,P111,2.836689647646305,10.40517517721468
63,P689,3.570658822726505,9.887017193662237
64,P186,6.6897043079856235,8.964862086703972
64,P1542,3.158549171899672,9.853008213292247
64,P828,3.290505016695516,8.575483888888604
64,P136,17.427241887326876,25.33295408562292
66,P1995,4.74184180422945,9.068997617434059
66,P1056,1.1586215961713797,8.103745152209294
66,P2579,3.448441190002256,10.014001217020136
68,P1056,1.1586215961713797,8.103745152209294
70,P689,3.570658822726505,9.887017193662237
72,P1056,1.1586215961713797,8.103745152209294
74,P1542,3.158549171899672,9.853008213292247
74,P828,3.290505016695516,8.575483888888604
77,P17,17.93581329413513,5.717713443653574
77,P1056,1.1586215961713797,8.103745152209294
