doc,relation,idf,idf_wiki
0,P279,1.1922542237720928,10.238218902894415
4,P279,1.1922542237720928,10.238218902894415
4,P460,2.779081946013467,11.825046625135789
4,P527,2.0746691562593025,11.120633835381625
4,P1889,4.472883077006586,22.56481243525123
5,P279,1.1922542237720928,10.238218902894415
5,P1535,5.585468047836539,14.631432726958861
5,P3095,2.633165332209884,11.679130011332205
7,P31,1.899091723940721,10.945056403063044
8,P279,1.1922542237720928,10.238218902894415
8,P1552,2.5760794478350624,11.622044126957384
8,P156,4.103863506912323,13.149828186034645
8,P1889,2.236441538503293,11.282406217625615
10,P31,1.899091723940721,10.945056403063044
10,P527,4.149338312518605,22.24126767076325
10,P279,1.1922542237720928,10.238218902894415
12,P31,1.899091723940721,10.945056403063044
12,P279,1.1922542237720928,10.238218902894415
13,P527,4.149338312518605,22.24126767076325
13,P1889,2.236441538503293,11.282406217625615
13,P460,2.779081946013467,11.825046625135789
13,P361,2.1917989325951748,11.237763611717497
14,P1889,2.236441538503293,11.282406217625615
17,P31,1.899091723940721,10.945056403063044
17,P460,2.779081946013467,11.825046625135789
18,P31,1.899091723940721,10.945056403063044
22,P279,2.3845084475441856,20.47643780578883
22,P1889,2.236441538503293,11.282406217625615
22,P31,1.899091723940721,10.945056403063044
22,P3095,2.633165332209884,11.679130011332205
23,P31,3.798183447881442,21.890112806126087
23,P527,2.0746691562593025,11.120633835381625
23,P361,2.1917989325951748,11.237763611717497
24,P425,3.521774863124842,12.567739542247164
25,P1552,2.5760794478350624,11.622044126957384
26,P527,8.29867662503721,44.4825353415265
26,P1889,2.236441538503293,11.282406217625615
29,P461,1.957799324767499,11.00376400388982
30,P425,3.521774863124842,12.567739542247164
31,P1889,2.236441538503293,11.282406217625615
31,P279,2.3845084475441856,20.47643780578883
31,P1382,7.922283045817376,26.014212404062018
31,P461,1.957799324767499,11.00376400388982
31,P155,3.9710425938913994,13.017007273013721
32,P279,1.1922542237720928,10.238218902894415
32,P461,3.915598649534998,22.00752800777964
32,P460,2.779081946013467,11.825046625135789
