entity1,relations,entity2
Q381136,P1382,Q557880
Q1371819,P828,Q309100
Q1369832,P2079,Q39809
Q283102,P155,Q168182
Q283102,P156,Q7725
Q2920921,P2079,Q309100
Q11023,P2578,Q11650
Q11023,P2578,Q12725
Q11023,P2578,Q385378
Q11023,P2283,Q413
Q23387,P2670,Q573
Q42962,P1382,Q127980
Q42962,P1382,Q22656
Q39552,P4934,Q11402
Q39552,P4934,Q11500
Q140686,P2389,Q865588
Q344,P155,Q193168
Q3222002,P2670,Q133346
Q2526135,P3712,Q10566551
Q11427,P462,Q42519
Q1420,P618,Q39558
Q1420,P618,Q12725
Q1420,P1542,Q61509
Q706622,P1382,Q4503831
Q10289,P129,Q40050
Q10289,P186,Q287
Q10289,P186,Q11427
Q10289,P186,Q11474
Q93288,P1542,Q2648051
Q9128,P2579,Q14620
Q3196,P828,Q133235
Q3196,P1536,Q210064
Q1308239,P2868,Q1148747
Q1311,P155,Q1314
Q571,P186,Q11472
Q178506,P111,Q39297
Q736,P530,Q77
Q736,P530,Q96
Q736,P122,Q7270
Q385378,P1056,Q41176
Q385378,P2579,Q11023
Q1314,P155,Q1313
Q1314,P156,Q1311
Q1314,P2922,Q110
Q708,P462,Q42519
Q41273,P4934,Q11423
Q13649246,P1382,Q34302
Q7590,P121,Q42889
Q398,P706,Q7204
Q11402,P4934,Q41273
Q309100,P1056,Q1371819
Q200266,P1478,Q33767
Q191118,P111,Q11423
Q1072,P703,Q729
Q37507,P186,Q287
Q22855,P1542,Q192270
Q11019,P101,Q11023
Q192270,P437,Q22855
Q192270,P828,Q22855
Q7722,P155,Q575
Q481609,P1382,Q15098235
Q6498684,P828,Q601401
Q3647770,P2959,Q1416898
Q81292,P111,Q11500
Q11028,P828,Q174984
Q11028,P1542,Q9081
Q7995739,P17,Q43
Q79529,P2579,Q413
Q23392,P186,Q283
Q5166129,P1542,Q21255975
Q1370714,P186,Q287
Q1313,P156,Q1314
Q131596,P127,Q131512
Q5413454,P17,Q33
Q5413454,P452,Q43015
Q41,P530,Q43
Q41,P530,Q902
Q41,P530,Q928
Q41,P530,Q20
Q41,P530,Q96
Q41,P530,Q142
Q41,P530,Q31
Q41,P530,Q33
Q41,P47,Q43
Q41,P463,Q41550
Q9081,P1382,Q46744
