doc,relation,idf,idf_wiki
0,P1382,1.5328292533803347,10.907548163646235
0,P1454,1.1076443547816142,10.482363265047514
1,P828,1.7617225557444451,11.136441466010345
1,P2079,2.451839430955211,11.82655834122111
1,P1056,2.1886608815593442,11.563379791825243
1,P111,2.4147156430810126,11.789434553346911
1,P1454,1.1076443547816142,10.482363265047514
3,P2868,3.275712347826378,12.650431258092278
5,P1542,2.5110467520194444,11.885765662285344
5,P2578,3.730657513197912,13.105376423463811
5,P1454,1.1076443547816142,10.482363265047514
6,P1454,1.1076443547816142,10.482363265047514
6,P2851,2.6860118067419747,12.060730717007875
7,P1382,1.5328292533803347,10.907548163646235
8,P1542,2.5110467520194444,11.885765662285344
10,P1382,1.5328292533803347,10.907548163646235
12,P1382,1.5328292533803347,10.907548163646235
14,P2079,2.451839430955211,11.82655834122111
14,P1478,4.902542002972347,14.277260913238248
14,P111,2.4147156430810126,11.789434553346911
14,P1454,1.1076443547816142,10.482363265047514
14,P106,2.8610938577317264,12.235812767997626
14,P2851,2.6860118067419747,12.060730717007875
15,P828,3.5234451114888903,22.27288293202069
15,P2868,3.275712347826378,12.650431258092278
15,P1056,2.1886608815593442,11.563379791825243
15,P452,3.5571107877893553,22.306548608321155
15,P106,2.8610938577317264,12.235812767997626
16,P2670,2.0631557998090506,11.43787471007495
16,P276,5.854550817448581,15.229269727714481
16,P111,2.4147156430810126,11.789434553346911
16,P138,5.362074332350788,14.736793242616688
19,P2578,11.191972539593737,39.316129270391436
19,P2283,4.771206000911261,14.14592491117716
19,P2579,7.856626867983946,26.606064688515744
19,P101,4.697098028757539,14.071816939023439
19,P1454,2.2152887095632283,20.964726530095028
20,P2670,2.0631557998090506,11.43787471007495
24,P1382,3.0656585067606694,21.81509632729247
24,P4934,6.2215650674885845,24.971002888020383
24,P1454,1.1076443547816142,10.482363265047514
25,P2922,3.934957976710642,13.309676886976542
26,P1454,1.1076443547816142,10.482363265047514
27,P111,2.4147156430810126,11.789434553346911
34,P1454,1.1076443547816142,10.482363265047514
36,P2922,3.934957976710642,13.309676886976542
37,P828,1.7617225557444451,11.136441466010345
37,P2079,2.451839430955211,11.82655834122111
37,P2389,4.047753470855986,13.422472381121885
37,P2670,2.0631557998090506,11.43787471007495
37,P3712,3.262013503468216,12.636732413734116
37,P111,2.4147156430810126,11.789434553346911
37,P1056,2.1886608815593442,11.563379791825243
37,P186,5.210467934158292,23.95990575469009
37,P121,4.456956901074758,13.831675811340657
37,P1454,1.1076443547816142,10.482363265047514
37,P106,2.8610938577317264,12.235812767997626
37,P39,4.563566636133016,13.938285546398916
37,P138,5.362074332350788,14.736793242616688
37,P2851,2.6860118067419747,12.060730717007875
38,P1382,1.5328292533803347,10.907548163646235
39,P4934,6.2215650674885845,24.971002888020383
39,P462,4.851248708584797,14.225967618850696
39,P186,2.605233967079146,11.979952877345045
39,P1542,2.5110467520194444,11.885765662285344
39,P1454,1.1076443547816142,10.482363265047514
40,P2670,2.0631557998090506,11.43787471007495
40,P618,9.152290836679752,27.901728657211553
40,P1542,2.5110467520194444,11.885765662285344
40,P1056,4.3773217631186885,23.126759583650486
41,P1382,3.0656585067606694,21.81509632729247
41,P1454,1.1076443547816142,10.482363265047514
43,P1382,3.0656585067606694,21.81509632729247
43,P129,3.589006996134885,12.963725906400784
43,P186,7.815701901237437,35.93985863203514
43,P1542,2.5110467520194444,11.885765662285344
43,P2579,3.928313433991973,13.303032344257872
43,P2670,2.0631557998090506,11.43787471007495
43,P1454,1.1076443547816142,10.482363265047514
43,P2578,3.730657513197912,13.105376423463811
44,P1382,1.5328292533803347,10.907548163646235
44,P1454,2.2152887095632283,20.964726530095028
46,P1056,2.1886608815593442,11.563379791825243
46,P1454,1.1076443547816142,10.482363265047514
47,P1454,2.2152887095632283,20.964726530095028
48,P828,1.7617225557444451,11.136441466010345
48,P2079,2.451839430955211,11.82655834122111
48,P1056,2.1886608815593442,11.563379791825243
48,P1454,1.1076443547816142,10.482363265047514
49,P2079,2.451839430955211,11.82655834122111
49,P828,1.7617225557444451,11.136441466010345
49,P1536,5.901070833083475,15.275789743349375
49,P2868,3.275712347826378,12.650431258092278
49,P1056,2.1886608815593442,11.563379791825243
49,P1542,2.5110467520194444,11.885765662285344
49,P106,2.8610938577317264,12.235812767997626
49,P2851,2.6860118067419747,12.060730717007875
50,P2670,2.0631557998090506,11.43787471007495
52,P1382,3.0656585067606694,21.81509632729247
55,P2079,2.451839430955211,11.82655834122111
55,P2670,2.0631557998090506,11.43787471007495
55,P1382,3.0656585067606694,21.81509632729247
55,P2868,3.275712347826378,12.650431258092278
55,P1454,1.1076443547816142,10.482363265047514
56,P1382,3.0656585067606694,21.81509632729247
56,P129,3.589006996134885,12.963725906400784
56,P186,10.420935868316583,47.91981150938018
56,P2670,2.0631557998090506,11.43787471007495
56,P1454,1.1076443547816142,10.482363265047514
57,P1382,1.5328292533803347,10.907548163646235
57,P1454,1.1076443547816142,10.482363265047514
58,P1382,1.5328292533803347,10.907548163646235
58,P828,1.7617225557444451,11.136441466010345
58,P2079,2.451839430955211,11.82655834122111
58,P1056,2.1886608815593442,11.563379791825243
58,P111,2.4147156430810126,11.789434553346911
58,P1454,1.1076443547816142,10.482363265047514
61,P828,1.7617225557444451,11.136441466010345
61,P1382,3.0656585067606694,21.81509632729247
61,P1056,2.1886608815593442,11.563379791825243
61,P1454,1.1076443547816142,10.482363265047514
62,P2079,2.451839430955211,11.82655834122111
62,P1454,1.1076443547816142,10.482363265047514
74,P1454,1.1076443547816142,10.482363265047514
77,P1382,3.0656585067606694,21.81509632729247
77,P1542,2.5110467520194444,11.885765662285344
77,P1454,1.1076443547816142,10.482363265047514
78,P1382,3.0656585067606694,21.81509632729247
78,P1542,2.5110467520194444,11.885765662285344
78,P111,2.4147156430810126,11.789434553346911
78,P1454,1.1076443547816142,10.482363265047514
81,P452,1.7785553938946776,11.153274304160577
84,P1382,1.5328292533803347,10.907548163646235
84,P1056,8.754643526237377,46.25351916730097
84,P2851,2.6860118067419747,12.060730717007875
86,P1382,4.598487760141004,32.722644490938706
86,P828,1.7617225557444451,11.136441466010345
86,P1056,2.1886608815593442,11.563379791825243
86,P452,1.7785553938946776,11.153274304160577
86,P1454,1.1076443547816142,10.482363265047514
86,P2851,2.6860118067419747,12.060730717007875
87,P452,3.5571107877893553,22.306548608321155
