doc,relation,idf,idf_wiki
0,P2670,1.8689491079191851,11.073231596487041
0,P4934,2.93394478578831,12.138227274356165
0,P111,3.973464287151137,22.38202926428685
0,P138,3.6692923208386317,12.873574809406486
1,P1382,1.5353299402803786,10.739612428848234
2,P828,1.628295931068497,10.832578419636352
2,P2079,2.3270579495127715,11.531340438080628
2,P1056,1.6138432059020167,10.818125694469872
2,P111,1.9867321435755685,11.191014632143425
4,P2868,3.2382939107253024,12.442576399293158
6,P462,3.7043836406499016,12.908666129217757
6,P1542,2.2254205723577747,11.42970306092563
6,P2578,3.4530692123689954,12.657351700936852
7,P186,4.249705610767464,22.658270587903175
8,P2851,2.786308786982245,11.9905912755501
9,P1382,1.5353299402803786,10.739612428848234
10,P1542,2.2254205723577747,11.42970306092563
10,P138,3.6692923208386317,12.873574809406486
12,P2670,1.8689491079191851,11.073231596487041
12,P1557,3.1195776038859204,12.323860092453776
14,P1382,1.5353299402803786,10.739612428848234
16,P1382,1.5353299402803786,10.739612428848234
18,P495,4.27184260604635,13.476125094614206
18,P1542,2.2254205723577747,11.42970306092563
18,P437,3.45654747674532,12.660829965313177
18,P828,1.628295931068497,10.832578419636352
19,P2079,2.3270579495127715,11.531340438080628
19,P1478,4.839363573488886,14.043646062056743
19,P111,1.9867321435755685,11.191014632143425
19,P106,2.3521447839425065,11.556427272510362
19,P2851,2.786308786982245,11.9905912755501
20,P2670,1.8689491079191851,11.073231596487041
20,P111,1.9867321435755685,11.191014632143425
20,P828,1.628295931068497,10.832578419636352
20,P4934,2.93394478578831,12.138227274356165
20,P186,4.249705610767464,22.658270587903175
20,P1542,2.2254205723577747,11.42970306092563
21,P828,3.256591862136994,21.665156839272704
21,P2868,3.2382939107253024,12.442576399293158
21,P1056,1.6138432059020167,10.818125694469872
21,P106,2.3521447839425065,11.556427272510362
21,P452,1.9567377877073766,11.161020276275233
23,P2670,1.8689491079191851,11.073231596487041
23,P276,5.127045645940667,14.331328134508523
23,P111,1.9867321435755685,11.191014632143425
23,P138,3.6692923208386317,12.873574809406486
26,P2578,10.359207637106987,37.97205510281056
26,P2283,4.174387269895637,13.378669758463493
26,P2579,6.791435831795059,25.20000080893077
26,P101,4.638692878026735,13.84297536659459
26,P1454,3.1396787832070077,12.343961271774864
27,P2670,1.8689491079191851,11.073231596487041
