doc,relation,idf,idf_wiki
0,P527,1.808550590259488,20.2171155673952
0,P186,7.108852691794701,34.72170015749827
0,P1889,9.756546568665419,55.7779590115047
0,P461,4.204228435388828,22.61279341252454
0,P425,6.648919755660206,34.261767221363776
0,P31,2.2387516340846676,20.64731661122038
0,P279,5.963657707588351,88.80220010469905
0,P361,3.3514216062448154,40.16855156051624
0,P460,3.9322257127456655,22.340790689881377
0,P1535,5.802843188165499,24.21140816530121
0,P828,2.5493572627017005,11.753639751269557
0,P3095,3.0592456792763167,12.263528167844173
0,P366,2.8796601023012367,12.083942590869093
1,P1552,2.0685124711476455,11.272794959715501
1,P279,1.3252572683529669,19.73382224548868
1,P106,3.2552434690390757,12.459525957606932
2,P527,0.904275295129744,10.1085577836976
2,P31,1.1193758170423338,10.32365830561019
2,P361,2.5135662046836114,30.12641367038718
2,P279,2.6505145367059337,39.46764449097736
3,P279,0.6626286341764834,9.86691112274434
4,P279,1.9878859025294502,29.600733368233016
4,P2868,3.415586119114255,12.619868607682111
6,P527,0.904275295129744,10.1085577836976
6,P279,7.951543610117801,118.40293347293206
6,P31,1.1193758170423338,10.32365830561019
6,P1552,4.137024942295291,22.545589919431002
6,P361,1.6757108031224077,20.08427578025812
7,P279,0.6626286341764834,9.86691112274434
7,P186,4.739235127863134,23.147800104998847
7,P527,0.904275295129744,10.1085577836976
8,P527,0.904275295129744,10.1085577836976
8,P279,1.3252572683529669,19.73382224548868
8,P361,0.8378554015612039,10.04213789012906
10,P461,4.204228435388828,22.61279341252454
10,P527,0.904275295129744,10.1085577836976
10,P279,0.6626286341764834,9.86691112274434
10,P361,0.8378554015612039,10.04213789012906
11,P279,4.638400439235384,69.06837785921037
11,P3095,6.1184913585526335,24.527056335688346
11,P31,1.1193758170423338,10.32365830561019
11,P361,1.6757108031224077,20.08427578025812
11,P1889,3.902618627466168,22.31118360460188
11,P425,2.2163065852200687,11.420589073787925
12,P361,1.6757108031224077,20.08427578025812
12,P460,3.9322257127456655,22.340790689881377
14,P527,0.904275295129744,10.1085577836976
14,P361,0.8378554015612039,10.04213789012906
16,P527,0.904275295129744,10.1085577836976
16,P279,1.3252572683529669,19.73382224548868
16,P361,0.8378554015612039,10.04213789012906
17,P361,1.6757108031224077,20.08427578025812
17,P527,0.904275295129744,10.1085577836976
18,P31,1.1193758170423338,10.32365830561019
19,P527,0.904275295129744,10.1085577836976
19,P31,1.1193758170423338,10.32365830561019
19,P460,3.9322257127456655,22.340790689881377
19,P361,2.5135662046836114,30.12641367038718
19,P279,1.3252572683529669,19.73382224548868
20,P361,4.1892770078060195,50.210689450645305
20,P460,3.9322257127456655,22.340790689881377
20,P527,1.808550590259488,20.2171155673952
20,P279,2.6505145367059337,39.46764449097736
20,P111,3.3634570536793085,12.567739542247164
21,P279,3.3131431708824173,49.3345556137217
21,P31,3.358127451127001,30.97097491683057
21,P527,1.808550590259488,20.2171155673952
21,P361,3.3514216062448154,40.16855156051624
21,P461,4.204228435388828,22.61279341252454
21,P425,4.4326131704401375,22.84117814757585
21,P2868,3.415586119114255,12.619868607682111
21,P828,2.5493572627017005,11.753639751269557
21,P106,3.2552434690390757,12.459525957606932
22,P527,0.904275295129744,10.1085577836976
22,P361,0.8378554015612039,10.04213789012906
23,P366,2.8796601023012367,12.083942590869093
23,P1889,1.951309313733084,11.15559180230094
23,P279,0.6626286341764834,9.86691112274434
26,P527,1.808550590259488,20.2171155673952
26,P361,2.5135662046836114,30.12641367038718
26,P31,1.1193758170423338,10.32365830561019
27,P361,1.6757108031224077,20.08427578025812
27,P460,3.9322257127456655,22.340790689881377
28,P279,4.638400439235384,69.06837785921037
28,P31,3.358127451127001,30.97097491683057
28,P361,2.5135662046836114,30.12641367038718
28,P460,3.9322257127456655,22.340790689881377
28,P366,2.8796601023012367,12.083942590869093
28,P1889,1.951309313733084,11.15559180230094
28,P1535,2.9014215940827497,12.105704082650606
28,P425,6.648919755660206,34.261767221363776
28,P828,2.5493572627017005,11.753639751269557
29,P279,0.6626286341764834,9.86691112274434
32,P1889,3.902618627466168,22.31118360460188
32,P1382,4.9186063366531,23.32717131378881
32,P279,1.3252572683529669,19.73382224548868
32,P527,0.904275295129744,10.1085577836976
32,P1056,2.287317620863257,11.491600109431113
34,P1552,2.0685124711476455,11.272794959715501
34,P1535,5.802843188165499,24.21140816530121
34,P279,0.6626286341764834,9.86691112274434
35,P461,8.408456870777655,45.22558682504908
35,P361,1.6757108031224077,20.08427578025812
35,P527,0.904275295129744,10.1085577836976
36,P155,6.516193076042964,24.924758053178675
36,P156,6.516193076042964,24.924758053178675
36,P279,0.6626286341764834,9.86691112274434
36,P2922,3.3891819449177443,12.5934644334856
39,P361,1.6757108031224077,20.08427578025812
39,P460,3.9322257127456655,22.340790689881377
39,P1552,2.0685124711476455,11.272794959715501
39,P1535,5.802843188165499,24.21140816530121
39,P279,0.6626286341764834,9.86691112274434
40,P361,1.6757108031224077,20.08427578025812
40,P460,3.9322257127456655,22.340790689881377
40,P31,3.358127451127001,30.97097491683057
40,P186,2.369617563931567,11.573900052499424
40,P527,0.904275295129744,10.1085577836976
41,P279,1.9878859025294502,29.600733368233016
41,P31,2.2387516340846676,20.64731661122038
45,P279,1.9878859025294502,29.600733368233016
45,P31,2.2387516340846676,20.64731661122038
48,P279,0.6626286341764834,9.86691112274434
50,P361,1.6757108031224077,20.08427578025812
50,P460,3.9322257127456655,22.340790689881377
51,P31,1.1193758170423338,10.32365830561019
52,P527,0.904275295129744,10.1085577836976
52,P361,0.8378554015612039,10.04213789012906
53,P361,1.6757108031224077,20.08427578025812
53,P460,3.9322257127456655,22.340790689881377
53,P1552,2.0685124711476455,11.272794959715501
53,P1535,5.802843188165499,24.21140816530121
53,P279,3.3131431708824173,49.3345556137217
53,P1889,1.951309313733084,11.15559180230094
54,P527,0.904275295129744,10.1085577836976
54,P361,0.8378554015612039,10.04213789012906
54,P279,1.9878859025294502,29.600733368233016
54,P1889,1.951309313733084,11.15559180230094
55,P361,1.6757108031224077,20.08427578025812
55,P460,3.9322257127456655,22.340790689881377
55,P279,1.9878859025294502,29.600733368233016
55,P31,1.1193758170423338,10.32365830561019
56,P186,2.369617563931567,11.573900052499424
56,P279,0.6626286341764834,9.86691112274434
57,P279,2.6505145367059337,39.46764449097736
57,P186,2.369617563931567,11.573900052499424
57,P1056,2.287317620863257,11.491600109431113
58,P361,2.5135662046836114,30.12641367038718
58,P460,7.864451425491331,44.681581379762754
58,P279,1.9878859025294502,29.600733368233016
58,P31,4.477503268169335,41.29463322244076
58,P111,3.3634570536793085,12.567739542247164
58,P2868,3.415586119114255,12.619868607682111
58,P527,0.904275295129744,10.1085577836976
58,P186,2.369617563931567,11.573900052499424
59,P527,0.904275295129744,10.1085577836976
59,P111,3.3634570536793085,12.567739542247164
59,P361,0.8378554015612039,10.04213789012906
61,P361,5.027132409367223,60.25282734077436
61,P460,3.9322257127456655,22.340790689881377
61,P527,1.808550590259488,20.2171155673952
61,P279,6.6262863417648346,98.6691112274434
61,P31,4.477503268169335,41.29463322244076
61,P186,9.478470255726268,46.295600209997694
61,P1552,2.0685124711476455,11.272794959715501
61,P366,8.63898030690371,36.25182777260728
61,P1889,3.902618627466168,22.31118360460188
61,P1269,4.881923187907682,14.086205676475538
62,P527,4.5213764756487205,50.542788918488
62,P2389,5.204006687076795,14.40828917564465
62,P460,3.9322257127456655,22.340790689881377
62,P279,1.3252572683529669,19.73382224548868
62,P1552,2.0685124711476455,11.272794959715501
62,P361,1.6757108031224077,20.08427578025812
62,P186,2.369617563931567,11.573900052499424
62,P31,2.2387516340846676,20.64731661122038
62,P39,5.204006687076795,14.40828917564465
62,P1056,2.287317620863257,11.491600109431113
63,P361,1.6757108031224077,20.08427578025812
63,P460,3.9322257127456655,22.340790689881377
63,P31,1.1193758170423338,10.32365830561019
63,P279,1.9878859025294502,29.600733368233016
63,P1889,1.951309313733084,11.15559180230094
63,P106,3.2552434690390757,12.459525957606932
65,P527,2.712825885389232,30.325673351092803
65,P279,1.9878859025294502,29.600733368233016
65,P361,0.8378554015612039,10.04213789012906
65,P186,4.739235127863134,23.147800104998847
66,P361,2.5135662046836114,30.12641367038718
66,P460,3.9322257127456655,22.340790689881377
66,P527,3.617101180518976,40.4342311347904
66,P279,1.9878859025294502,29.600733368233016
